id,labels
504,-1.00E+00
505,8.73E+02
506,8.11E+02
507,4.30E+01
508,7.29E+02
509,-1.00E+00
510,3.68E+02
511,7.42E+02
512,-1.00E+00
513,-1.00E+00
514,5.74E+02
515,7.98E+02
516,1.70E+01
517,-1.00E+00
518,1.17E+03
519,7.30E+01
520,5.10E+02
521,1.02E+02
522,1.13E+03
523,4.48E+02
524,9.12E+02
525,6.77E+02
526,4.27E+02
527,3.50E+01
528,5.76E+02
529,1.08E+03
530,1.16E+03
531,3.23E+02
532,7.62E+02
533,4.08E+02
534,1.41E+02
535,1.17E+03
536,7.06E+02
537,5.17E+02
538,8.55E+02
539,-1.00E+00
540,2.37E+02
541,3.40E+01
542,9.37E+02
543,-1.00E+00
544,1.67E+02
545,1.20E+03
546,9.11E+02
547,1.21E+03
548,7.14E+02
549,1.07E+03
550,7.96E+02
551,2.79E+02
552,4.05E+02
553,1.04E+03
554,1.33E+02
555,-1.00E+00
556,2.76E+02
557,7.31E+02
558,-1.00E+00
559,9.29E+02
560,1.19E+03
561,1.21E+03
562,6.06E+02
563,-1.00E+00
564,5.20E+02
565,1.68E+02
566,8.23E+02
567,-1.00E+00
568,3.40E+01
569,3.76E+02
570,1.39E+02
571,5.55E+02
572,7.64E+02
573,9.34E+02
574,4.75E+02
575,7.98E+02
576,4.62E+02
577,5.42E+02
578,1.08E+03
579,2.34E+02
580,1.09E+03
581,5.43E+02
582,6.25E+02
583,9.15E+02
584,1.17E+02
585,1.09E+03
586,3.22E+02
587,-1.00E+00
588,2.50E+02
589,9.92E+02
590,-1.00E+00
591,8.35E+02
592,1.17E+03
593,9.29E+02
594,6.36E+02
595,5.91E+02
596,3.94E+02
597,8.39E+02
598,8.10E+01
599,2.24E+02
600,8.41E+02
601,5.24E+02
602,1.03E+03
603,3.62E+02
604,2.11E+02
605,5.44E+02
606,7.53E+02
607,-1.00E+00
608,5.61E+02
609,3.86E+02
610,6.65E+02
611,8.41E+02
612,3.67E+02
613,6.25E+02
614,8.94E+02
615,1.14E+03
616,4.68E+02
617,1.03E+03
618,4.55E+02
619,1.18E+03
620,4.30E+02
621,4.76E+02
622,1.00E+03
623,-1.00E+00
624,6.92E+02
625,8.81E+02
626,5.58E+02
627,1.30E+01
628,9.57E+02
629,-1.00E+00
630,1.02E+03
631,3.49E+02
632,9.75E+02
633,7.64E+02
634,1.89E+02
635,1.17E+03
636,5.43E+02
637,2.18E+02
638,1.71E+02
639,9.73E+02
640,5.90E+02
641,6.77E+02
642,1.11E+03
643,3.10E+02
644,1.04E+03
645,3.67E+02
646,-1.00E+00
647,8.00E+02
648,4.40E+01
649,4.06E+02
650,8.51E+02
651,8.47E+02
652,3.19E+02
653,6.67E+02
654,3.60E+01
655,1.07E+03
656,-1.00E+00
657,5.41E+02
658,1.17E+03
659,-1.00E+00
660,-1.00E+00
661,3.00E+02
662,7.15E+02
663,6.88E+02
664,4.27E+02
665,9.09E+02
666,-1.00E+00
667,-1.00E+00
668,7.29E+02
669,-1.00E+00
670,1.13E+03
671,7.01E+02
672,-1.00E+00
673,-1.00E+00
674,5.12E+02
675,8.78E+02
676,-1.00E+00
677,-1.00E+00
678,5.11E+02
679,2.51E+02
680,3.01E+02
681,3.02E+02
682,7.92E+02
683,-1.00E+00
684,-1.00E+00
685,1.26E+02
686,1.19E+03
687,8.28E+02
688,3.27E+02
689,1.89E+02
690,5.87E+02
691,-1.00E+00
692,7.81E+02
693,-1.00E+00
694,1.12E+03
695,1.20E+03
696,8.40E+02
697,1.13E+03
698,5.89E+02
699,5.07E+02
700,3.65E+02
701,1.47E+02
702,5.62E+02
703,4.55E+02
704,1.16E+03
705,1.20E+03
706,-1.00E+00
707,6.40E+01
708,1.39E+02
709,1.03E+03
710,1.15E+03
711,8.87E+02
712,2.50E+02
713,3.85E+02
714,6.59E+02
715,5.25E+02
716,1.80E+02
717,3.37E+02
718,9.38E+02
719,1.06E+03
720,3.66E+02
721,3.12E+02
722,3.69E+02
723,5.12E+02
724,8.87E+02
725,3.96E+02
726,4.10E+02
727,1.05E+03
728,8.20E+01
729,7.04E+02
730,7.17E+02
731,1.15E+03
732,-1.00E+00
733,6.00E+01
734,-1.00E+00
735,-1.00E+00
736,1.19E+03
737,-1.00E+00
738,5.99E+02
739,9.37E+02
740,1.46E+02
741,-1.00E+00
742,1.14E+03
743,-1.00E+00
744,1.33E+02
745,8.95E+02
746,1.09E+02
747,9.26E+02
748,6.40E+01
749,5.11E+02
750,1.80E+01
751,1.15E+02
752,7.83E+02
753,9.71E+02
754,1.16E+03
755,-1.00E+00
756,-1.00E+00
757,-1.00E+00
758,3.99E+02
759,8.91E+02
760,3.29E+02
761,1.10E+03
762,8.35E+02
763,5.41E+02
764,8.78E+02
765,-1.00E+00
766,5.10E+02
767,7.65E+02
768,-1.00E+00
769,2.03E+02
770,-1.00E+00
771,2.50E+02
772,2.06E+02
773,-1.00E+00
774,4.35E+02
775,-1.00E+00
776,2.44E+02
777,6.80E+01
778,1.21E+03
779,7.60E+02
780,5.80E+01
781,8.60E+02
782,1.17E+03
783,1.33E+02
784,-1.00E+00
785,1.12E+03
786,1.21E+03
787,8.21E+02
788,6.05E+02
789,3.40E+01
790,-1.00E+00
791,9.70E+01
792,-1.00E+00
793,3.70E+01
794,2.25E+02
795,8.29E+02
796,7.35E+02
797,-1.00E+00
798,-1.00E+00
799,2.96E+02
800,1.12E+03
801,5.88E+02
802,5.70E+01
803,-1.00E+00
804,-1.00E+00
805,4.61E+02
806,2.80E+01
807,1.15E+03
808,2.99E+02
809,1.03E+03
810,4.04E+02
811,8.27E+02
812,4.20E+01
813,3.56E+02
814,3.40E+01
815,4.41E+02
816,7.10E+01
817,6.01E+02
818,6.40E+02
819,9.53E+02
820,2.44E+02
821,4.06E+02
822,1.11E+03
823,-1.00E+00
824,1.04E+02
825,4.40E+01
826,-1.00E+00
827,-1.00E+00
828,2.35E+02
829,5.29E+02
830,8.65E+02
831,2.29E+02
832,7.26E+02
833,5.56E+02
834,1.05E+03
835,-1.00E+00
836,1.17E+03
837,5.73E+02
838,1.55E+02
839,1.17E+03
840,9.02E+02
841,8.95E+02
842,-1.00E+00
843,1.09E+03
844,-1.00E+00
845,1.10E+01
846,3.75E+02
847,1.09E+02
848,1.15E+03
849,2.01E+02
850,6.88E+02
851,4.80E+02
852,1.17E+03
853,2.92E+02
854,1.33E+02
855,1.19E+03
856,1.11E+03
857,7.41E+02
858,1.20E+02
859,1.17E+03
860,3.52E+02
861,4.37E+02
862,4.25E+02
863,-1.00E+00
864,1.10E+03
865,5.62E+02
866,8.16E+02
867,1.01E+03
868,1.70E+02
869,4.25E+02
870,5.28E+02
871,5.28E+02
872,1.27E+02
873,1.18E+02
874,5.95E+02
875,7.39E+02
876,1.45E+02
877,6.25E+02
878,1.12E+03
879,5.63E+02
880,1.12E+03
881,1.20E+03
882,4.44E+02
883,3.53E+02
884,3.87E+02
885,8.08E+02
886,-1.00E+00
887,3.32E+02
888,5.29E+02
889,2.57E+02
890,5.10E+02
891,6.18E+02
892,5.77E+02
893,2.63E+02
894,3.40E+01
895,6.48E+02
896,9.06E+02
897,1.00E+03
898,3.68E+02
899,7.80E+02
900,-1.00E+00
901,1.78E+02
902,7.97E+02
903,8.77E+02
904,-1.00E+00
905,1.21E+03
906,-1.00E+00
907,1.06E+03
908,7.56E+02
909,6.42E+02
910,7.54E+02
911,4.06E+02
912,3.00E+01
913,-1.00E+00
914,7.85E+02
915,-1.00E+00
916,-1.00E+00
917,-1.00E+00
918,2.04E+02
919,7.40E+01
920,4.06E+02
921,5.98E+02
922,1.16E+03
923,4.48E+02
924,1.16E+03
925,7.08E+02
926,8.69E+02
927,5.42E+02
928,4.07E+02
929,9.44E+02
930,1.09E+03
931,8.00E+02
932,4.29E+02
933,8.78E+02
934,4.86E+02
935,6.72E+02
936,-1.00E+00
937,8.28E+02
938,5.66E+02
939,9.47E+02
940,3.21E+02
941,6.19E+02
942,8.83E+02
943,1.08E+03
944,3.31E+02
945,1.55E+02
946,-1.00E+00
947,3.49E+02
948,2.33E+02
949,1.18E+03
950,6.97E+02
951,3.98E+02
952,5.04E+02
953,7.70E+02
954,-1.00E+00
955,3.69E+02
956,2.73E+02
957,1.13E+03
958,1.06E+03
959,4.52E+02
960,9.17E+02
961,1.04E+03
962,9.57E+02
963,-1.00E+00
964,9.07E+02
965,2.64E+02
966,3.99E+02
967,1.61E+02
968,5.16E+02
969,6.60E+01
970,1.92E+02
971,7.65E+02
972,-1.00E+00
973,-1.00E+00
974,2.12E+02
975,1.67E+02
976,1.59E+02
977,9.91E+02
978,8.43E+02
979,5.16E+02
980,1.11E+03
981,8.77E+02
982,1.00E+02
983,-1.00E+00
984,1.00E+02
985,7.37E+02
986,1.06E+03
987,1.89E+02
988,6.53E+02
989,7.23E+02
990,6.40E+02
991,1.00E+03
992,9.11E+02
993,6.88E+02
994,-1.00E+00
995,6.88E+02
996,5.27E+02
997,7.78E+02
998,4.47E+02
999,3.10E+02
1000,6.46E+02
1001,1.70E+01
1002,1.19E+02
1003,1.16E+03
1004,5.07E+02
1005,1.06E+02
1006,4.32E+02
1007,6.76E+02
1008,5.88E+02
1009,-1.00E+00
1010,4.45E+02
1011,6.26E+02
1012,2.42E+02
1013,1.10E+03
1014,9.67E+02
1015,6.86E+02
1016,1.12E+02
1017,1.00E+00
1018,1.00E+03
1019,3.38E+02
1020,5.10E+02
1021,-1.00E+00
1022,1.17E+03
1023,1.11E+03
1024,6.89E+02
1025,2.04E+02
1026,1.07E+03
1027,-1.00E+00
1028,1.13E+03
1029,-1.00E+00
1030,5.78E+02
1031,-1.00E+00
1032,6.28E+02
1033,3.32E+02
1034,7.68E+02
1035,8.42E+02
1036,1.08E+03
1037,1.89E+02
1038,4.00E+01
1039,-1.00E+00
1040,6.27E+02
1041,1.21E+03
1042,2.97E+02
1043,-1.00E+00
1044,-1.00E+00
1045,1.19E+03
1046,9.61E+02
1047,1.02E+03
1048,1.16E+03
1049,5.93E+02
1050,-1.00E+00
1051,8.70E+02
1052,-1.00E+00
1053,9.58E+02
1054,1.00E+03
1055,9.44E+02
1056,-1.00E+00
1057,3.89E+02
1058,9.52E+02
1059,2.88E+02
1060,1.09E+03
1061,2.03E+02
1062,9.87E+02
1063,8.84E+02
1064,7.38E+02
1065,6.08E+02
1066,8.09E+02
1067,9.77E+02
1068,1.13E+03
1069,9.36E+02
1070,9.40E+02
1071,1.01E+03
1072,2.38E+02
1073,4.65E+02
1074,-1.00E+00
1075,8.86E+02
1076,7.85E+02
1077,8.00E+01
1078,-1.00E+00
1079,1.12E+03
1080,1.16E+03
1081,4.04E+02
1082,1.14E+03
1083,2.23E+02
1084,-1.00E+00
1085,4.98E+02
1086,1.12E+03
1087,-1.00E+00
1088,3.00E+02
1089,9.67E+02
1090,1.33E+02
1091,1.18E+02
1092,2.21E+02
1093,7.85E+02
1094,6.55E+02
1095,1.17E+03
1096,-1.00E+00
1097,2.57E+02
1098,1.04E+03
1099,9.61E+02
1100,2.38E+02
1101,9.50E+01
1102,9.05E+02
1103,1.10E+03
1104,9.35E+02
1105,1.11E+03
1106,7.35E+02
1107,4.75E+02
1108,1.94E+02
1109,8.91E+02
1110,4.04E+02
1111,1.60E+01
1112,1.17E+03
1113,8.01E+02
1114,1.08E+03
1115,-1.00E+00
1116,8.78E+02
1117,1.06E+03
1118,8.27E+02
1119,-1.00E+00
1120,-1.00E+00
1121,6.10E+02
1122,1.17E+03
1123,7.46E+02
1124,7.71E+02
1125,8.29E+02
1126,8.56E+02
1127,-1.00E+00
1128,1.09E+03
1129,1.12E+03
1130,5.06E+02
1131,2.19E+02
1132,1.02E+03
1133,8.81E+02
1134,4.46E+02
1135,1.09E+03
1136,-1.00E+00
1137,-1.00E+00
1138,1.13E+03
1139,-1.00E+00
1140,4.83E+02
1141,3.89E+02
1142,2.30E+01
1143,6.25E+02
1144,8.91E+02
1145,4.37E+02
1146,3.00E+00
1147,1.08E+03
1148,3.99E+02
1149,1.33E+02
1150,8.00E+01
1151,5.70E+01
1152,-1.00E+00
1153,-1.00E+00
1154,9.25E+02
1155,1.04E+03
1156,-1.00E+00
1157,-1.00E+00
1158,-1.00E+00
1159,-1.00E+00
1160,1.17E+03
1161,6.64E+02
1162,3.08E+02
1163,3.50E+02
1164,2.85E+02
1165,-1.00E+00
1166,2.39E+02
1167,1.14E+02
1168,5.10E+02
1169,1.17E+03
1170,1.17E+02
1171,6.13E+02
1172,2.07E+02
1173,2.15E+02
1174,-1.00E+00
1175,8.02E+02
1176,2.38E+02
1177,-1.00E+00
1178,3.00E+02
1179,-1.00E+00
1180,8.54E+02
1181,9.07E+02
1182,7.41E+02
1183,1.11E+03
1184,7.36E+02
1185,-1.00E+00
1186,5.73E+02
1187,7.51E+02
1188,1.18E+03
1189,9.52E+02
1190,5.27E+02
1191,2.64E+02
1192,8.23E+02
1193,7.60E+01
1194,1.19E+03
1195,9.05E+02
1196,2.78E+02
1197,1.11E+03
1198,2.25E+02
1199,8.00E+00
1200,3.01E+02
1201,1.91E+02
1202,6.01E+02
1203,-1.00E+00
1204,5.77E+02
1205,3.80E+02
1206,1.06E+03
1207,-1.00E+00
1208,4.90E+02
1209,3.15E+02
1210,5.70E+01
1211,4.64E+02
1212,1.20E+03
1213,8.71E+02
1214,8.90E+01
1215,5.00E+00
1216,4.90E+01
1217,1.06E+03
1218,7.92E+02
1219,5.95E+02
1220,-1.00E+00
1221,1.20E+03
1222,-1.00E+00
1223,8.89E+02
1224,4.40E+02
1225,-1.00E+00
1226,4.89E+02
1227,1.01E+03
1228,6.90E+01
1229,7.92E+02
1230,-1.00E+00
1231,5.12E+02
1232,8.94E+02
1233,1.13E+03
1234,7.98E+02
1235,4.62E+02
1236,1.02E+03
1237,6.56E+02
1238,-1.00E+00
1239,1.65E+02
1240,1.51E+02
1241,7.24E+02
1242,5.70E+01
1243,-1.00E+00
1244,1.06E+03
1245,3.28E+02
1246,2.18E+02
1247,9.91E+02
1248,6.05E+02
1249,4.47E+02
1250,2.55E+02
1251,6.58E+02
1252,6.45E+02
1253,4.80E+02
1254,-1.00E+00
1255,8.14E+02
1256,4.07E+02
1257,1.04E+03
1258,-1.00E+00
1259,5.05E+02
1260,-1.00E+00
1261,2.89E+02
1262,4.06E+02
1263,-1.00E+00
1264,-1.00E+00
1265,2.38E+02
1266,7.91E+02
1267,9.22E+02
1268,3.10E+02
1269,-1.00E+00
1270,8.94E+02
1271,-1.00E+00
1272,7.00E+01
1273,1.40E+02
1274,7.78E+02
1275,2.48E+02
1276,8.44E+02
1277,5.56E+02
1278,9.70E+01
1279,-1.00E+00
1280,1.01E+03
1281,5.87E+02
1282,4.50E+01
1283,9.33E+02
1284,2.70E+02
1285,1.17E+03
1286,5.97E+02
1287,9.40E+02
1288,2.97E+02
1289,9.90E+01
1290,4.58E+02
1291,1.08E+03
1292,-1.00E+00
1293,7.94E+02
1294,1.00E+03
1295,4.67E+02
1296,1.05E+03
1297,6.67E+02
1298,6.79E+02
1299,5.14E+02
1300,-1.00E+00
1301,8.50E+02
1302,2.90E+01
1303,6.59E+02
1304,3.36E+02
1305,9.00E+00
1306,8.54E+02
1307,4.06E+02
1308,2.20E+02
1309,2.73E+02
1310,7.90E+01
1311,3.30E+02
1312,1.71E+02
1313,1.16E+03
1314,5.07E+02
1315,1.83E+02
1316,-1.00E+00
1317,2.43E+02
1318,5.02E+02
1319,4.18E+02
1320,1.04E+03
1321,5.10E+02
1322,1.08E+03
1323,1.90E+02
1324,2.16E+02
1325,2.50E+02
1326,3.93E+02
1327,5.86E+02
1328,5.25E+02
1329,-1.00E+00
1330,1.16E+03
1331,7.57E+02
1332,8.10E+02
1333,4.48E+02
1334,1.80E+02
1335,3.12E+02
1336,1.04E+03
1337,-1.00E+00
1338,6.31E+02
1339,8.48E+02
1340,2.17E+02
1341,4.12E+02
1342,1.93E+02
1343,6.25E+02
1344,5.99E+02
1345,1.15E+03
1346,2.75E+02
1347,-1.00E+00
1348,5.01E+02
1349,-1.00E+00
1350,6.54E+02
1351,6.25E+02
1352,1.20E+03
1353,2.38E+02
1354,5.93E+02
1355,3.72E+02
1356,-1.00E+00
1357,1.37E+02
1358,1.12E+03
1359,2.83E+02
1360,5.12E+02
1361,-1.00E+00
1362,8.35E+02
1363,1.10E+03
1364,2.86E+02
1365,1.00E+03
1366,7.15E+02
1367,9.27E+02
1368,9.35E+02
1369,8.14E+02
1370,6.87E+02
1371,8.94E+02
1372,5.50E+01
1373,7.66E+02
1374,3.09E+02
1375,9.80E+01
1376,6.20E+01
1377,-1.00E+00
1378,3.81E+02
1379,8.01E+02
1380,9.50E+02
1381,4.97E+02
1382,-1.00E+00
1383,-1.00E+00
1384,1.06E+03
1385,6.99E+02
1386,8.74E+02
1387,4.17E+02
1388,5.62E+02
1389,2.80E+01
1390,8.70E+02
1391,-1.00E+00
1392,6.85E+02
1393,-1.00E+00
1394,1.04E+03
1395,-1.00E+00
1396,8.38E+02
1397,-1.00E+00
1398,9.93E+02
1399,-1.00E+00
1400,1.11E+03
1401,7.31E+02
1402,-1.00E+00
1403,4.40E+02
1404,3.68E+02
1405,3.39E+02
1406,4.57E+02
1407,1.16E+03
1408,2.92E+02
1409,5.99E+02
1410,9.28E+02
1411,1.60E+02
1412,1.18E+03
1413,1.06E+03
1414,2.00E+01
1415,6.82E+02
1416,5.74E+02
1417,1.05E+03
1418,1.08E+03
1419,8.91E+02
1420,7.08E+02
1421,-1.00E+00
1422,6.21E+02
1423,-1.00E+00
1424,1.08E+03
1425,1.84E+02
1426,4.37E+02
1427,2.35E+02
1428,1.50E+02
1429,4.16E+02
1430,-1.00E+00
1431,1.19E+03
1432,1.04E+03
1433,3.80E+02
1434,1.20E+02
1435,1.01E+03
1436,3.21E+02
1437,1.17E+03
1438,1.30E+01
1439,5.02E+02
1440,1.18E+03
1441,9.52E+02
1442,1.17E+03
1443,1.22E+02
1444,6.25E+02
1445,1.03E+03
1446,-1.00E+00
1447,-1.00E+00
1448,3.38E+02
1449,-1.00E+00
1450,6.71E+02
1451,5.80E+02
1452,1.02E+03
1453,1.16E+03
1454,-1.00E+00
1455,3.87E+02
1456,8.63E+02
1457,1.20E+03
1458,2.62E+02
1459,-1.00E+00
1460,4.51E+02
1461,4.46E+02
1462,-1.00E+00
1463,1.17E+03
1464,9.21E+02
1465,4.80E+01
1466,1.06E+03
1467,9.70E+01
1468,9.43E+02
1469,1.07E+03
1470,1.74E+02
1471,3.92E+02
1472,-1.00E+00
1473,9.30E+01
1474,1.06E+03
1475,-1.00E+00
1476,8.91E+02
